event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_323,323,1846146,20379,20379,33:49.9,33:49.9,33,49,0.0,1,2,right_to_left,8,player_possession,22542,Marta,19,CF,2334,Orlando Pride,15.91,-5.17,3,center,2,middle_third,False,15.91,-5.17,3,center,2,middle_third,False,1,winning,1,0,136,1,False,False,False,True,3,False,2,finish,8,low_block,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,True,False,0.0,-59.33,4,sideway_right,,,24.27,3,hsr,5.32,5.32,0.0,29.07,29.07,13.16,13.16,0.0,25.93,25.93,0.0,True,True,1,pass_reception,1,pass,True,False,False,False,False,False,False,166.94,2,backward,13.98,1,short,1,successful,7_758,False,151602,A. Watt,17.0,RW,26.41,-24.34,5,wide_right,3,attacking_third,False,34.15,-21.23,5,wide_right,3,attacking_third,False,0.9278,False,0.0086,False,1,1,0,0,0,0,1,0,0,1,0,,,,,4,4,True,442.0,3,False,False,False,,,,,21.86,2,medium,-61.29,4,sideway_right,15.2,2,medium,-80.19,4,sideway_right,True,6,2,4,6,6,0,True,True,True,True,False
8_324,324,1846146,20396,20415,33:51.6,33:53.5,33,51,1.9,1,2,right_to_left,8,player_possession,151602,A. Watt,17,RW,2334,Orlando Pride,34.15,-21.23,5,wide_right,3,attacking_third,False,39.92,-14.38,4,half_space_right,3,attacking_third,True,1,winning,1,0,136,2,False,True,True,False,3,False,2,finish,8,low_block,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,True,False,8.65,49.89,3,sideway_left,False,True,16.87,2,running,10.18,3.25,-6.94,36.38,45.88,2.23,5.96,3.73,18.62,9.12,-9.5,False,False,1,pass_reception,2,shot,False,False,True,False,False,False,False,-80.19,4,sideway_right,15.2,2,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,-2,True,True,True,,False
8_325,325,1846146,20437,20437,33:55.7,33:55.7,33,55,0.0,1,1,left_to_right,8,player_possession,151186,T. Malham,2,LB,2337,Chicago RS,-47.74,9.63,2,half_space_left,1,defensive_third,False,-47.74,9.63,2,half_space_left,1,defensive_third,False,2,losing,0,1,136,1,True,True,True,True,3,False,14,disruption,14,disruption,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,0.0,-131.08,4,sideway_right,,,7.45,1,jogging,2.99,2.99,0.0,-0.39,-0.39,47.35,47.35,0.0,55.39,55.39,0.0,False,False,4,recovery,1,pass,True,False,False,False,False,False,False,,,,,,,2,unsuccessful,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,False,False,,True,False
8_326,326,1846146,20460,20480,33:58.0,34:00.0,33,58,2.0,1,2,right_to_left,8,player_possession,610122,S. Yates,16,LW,2334,Orlando Pride,19.21,17.11,2,half_space_left,3,attacking_third,False,23.29,16.41,2,half_space_left,3,attacking_third,False,1,winning,1,0,137,1,True,False,True,True,1,False,5,chaotic,5,chaotic,7,set_play,13,defending_set_play,2,finish,8,low_block,,,3,free_kick_for,False,False,4.16,-9.74,1,forward,False,False,7.35,1,jogging,10.41,0.63,-9.78,48.49,43.71,29.28,20.42,-8.86,6.51,11.29,4.78,False,False,2,pass_interception,4,foul_suffered,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,3,0,0,3,0,0,3,0,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,1,True,True,False,,False
8_327,327,1846146,21985,21985,36:30.5,36:30.5,36,30,0.0,1,2,right_to_left,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,44.21,-6.83,3,center,3,attacking_third,True,44.21,-6.83,3,center,3,attacking_third,True,1,winning,1,0,138,1,False,True,True,True,2,True,7,set_play,13,defending_set_play,9,medium_block,1,create,5,chaotic,5,chaotic,3,free_kick_for,,,True,False,0.0,-21.96,1,forward,,,5.16,1,jogging,1.67,1.67,0.0,45.58,45.58,1.37,1.37,0.0,9.42,9.42,0.0,True,True,5,free_kick_reception,2,shot,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,True,True,,,False
8_328,328,1846146,22090,22133,36:41.0,36:45.3,36,41,4.3,1,1,left_to_right,8,player_possession,22809,A. Naeher,1,GK,2337,Chicago RS,-48.39,-1.05,3,center,1,defensive_third,False,-50.62,-2.48,3,center,1,defensive_third,False,2,losing,0,1,139,1,True,False,False,True,6,False,1,create,9,medium_block,6,direct,15,defending_direct,13,defending_set_play,7,set_play,,,,,False,False,3.9,-147.33,2,backward,False,False,,,,13.93,22.24,8.31,-4.01,0.72,44.38,51.34,6.96,59.01,54.28,-4.73,False,False,13,unknown,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_764,False,57146,C. Roccaro,6.0,RCB,-43.18,-20.38,5,wide_right,1,defensive_third,False,-40.81,-22.64,5,wide_right,1,defensive_third,False,0.9981,False,0.0,False,4,0,1,0,1,0,4,0,0,4,0,2,3,2,4,10,10,True,424.0,3,False,False,False,,,,,19.38,2,medium,-67.43,4,sideway_right,18.67,2,medium,-68.55,4,sideway_right,True,10,10,0,10,10,0,True,True,,True,False
8_329,329,1846146,22155,22172,36:47.5,36:49.2,36,47,1.7,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-40.81,-22.64,5,wide_right,1,defensive_third,False,-35.09,-25.11,5,wide_right,1,defensive_third,False,2,losing,0,1,139,2,False,False,False,False,6,False,1,create,9,medium_block,6,direct,15,defending_direct,13,defending_set_play,7,set_play,,,,,False,False,5.88,-23.36,1,forward,False,False,13.14,1,jogging,15.99,13.66,-2.33,2.94,5.14,43.75,40.23,-3.52,52.06,49.86,-2.2,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-68.55,4,sideway_right,18.67,2,medium,1,successful,7_768,False,57112,N. Kuikka,8.0,RB,-20.37,-30.61,5,wide_right,1,defensive_third,False,-16.33,-30.94,5,wide_right,2,middle_third,False,0.8643,False,0.0001,False,3,0,2,0,1,1,3,0,0,1,2,2,3,2,3,8,8,True,424.0,3,False,False,False,,,,,15.71,2,medium,-20.49,1,forward,10.92,1,short,-34.78,1,forward,True,10,9,1,10,10,0,True,True,True,True,False
8_330,330,1846146,22188,22228,36:50.8,36:54.8,36,50,4.0,1,1,left_to_right,8,player_possession,57112,N. Kuikka,8,RB,2337,Chicago RS,-16.33,-30.94,5,wide_right,2,middle_third,False,-12.94,-27.96,5,wide_right,2,middle_third,False,2,losing,0,1,139,3,False,False,False,False,6,False,1,create,9,medium_block,6,direct,15,defending_direct,13,defending_set_play,7,set_play,,,,,False,False,5.82,41.32,1,forward,False,False,5.29,1,jogging,1.75,4.41,2.65,7.73,11.35,24.06,24.29,0.23,47.27,43.65,-3.62,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-34.78,1,forward,10.92,1,short,1,successful,7_771,False,57146,C. Roccaro,6.0,RCB,-27.8,-18.18,4,half_space_right,1,defensive_third,False,-28.69,-14.82,4,half_space_right,1,defensive_third,False,0.9973,False,0.0001,False,5,0,1,0,1,0,1,0,0,5,0,1,3,1,1,5,4,True,424.0,3,False,False,False,,,,,17.79,2,medium,146.65,2,backward,18.25,2,medium,148.19,2,backward,False,9,10,-1,9,9,0,True,True,True,True,False
8_331,331,1846146,22247,22259,36:56.7,36:57.9,36,56,1.2,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-28.69,-14.82,4,half_space_right,1,defensive_third,False,-27.48,-12.42,4,half_space_right,1,defensive_third,False,2,losing,0,1,139,4,False,False,False,False,6,False,1,create,9,medium_block,6,direct,15,defending_direct,13,defending_set_play,7,set_play,,,,,False,False,2.7,63.24,3,sideway_left,False,False,8.02,1,jogging,12.12,10.78,-1.34,10.44,10.29,39.13,37.77,-1.36,44.56,44.71,0.15,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,148.19,2,backward,18.25,2,medium,1,successful,7_774,False,816413,H. Anderson,4.0,LCB,-27.08,7.47,3,center,1,defensive_third,False,-26.26,10.42,2,half_space_left,1,defensive_third,False,0.9985,False,0.0,False,2,0,0,0,0,0,1,0,0,2,0,2,2,1,1,9,9,True,4141.0,2,,False,False,,,,,19.89,2,medium,88.85,3,sideway_left,18.04,2,medium,97.74,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_332,332,1846146,22281,22310,37:00.1,37:03.0,37,0,2.9,1,1,left_to_right,8,player_possession,816413,H. Anderson,4,LCB,2337,Chicago RS,-26.26,10.42,2,half_space_left,1,defensive_third,False,-18.95,10.05,2,half_space_left,1,defensive_third,False,2,losing,0,1,139,5,False,False,True,False,6,False,1,create,9,medium_block,6,direct,15,defending_direct,13,defending_set_play,7,set_play,,,,,False,False,7.73,-2.9,1,forward,False,False,9.73,1,jogging,18.97,14.38,-4.59,11.52,14.75,37.78,33.7,-4.08,43.48,40.25,-3.23,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,97.74,3,sideway_left,18.04,2,medium,1,successful,7_776,False,57146,C. Roccaro,6.0,RCB,-19.93,-9.23,4,half_space_right,1,defensive_third,False,-19.82,-10.25,4,half_space_right,1,defensive_third,False,0.9991,False,0.0001,False,2,0,0,0,0,0,1,0,0,2,0,0,2,0,1,8,9,True,424.0,3,False,False,False,,,,,19.3,2,medium,-92.91,4,sideway_right,20.6,2,medium,-97.61,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_333,333,1846146,22328,22380,37:04.8,37:10.0,37,4,5.2,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-19.82,-10.25,4,half_space_right,1,defensive_third,False,-5.03,-17.13,4,half_space_right,2,middle_third,False,2,losing,0,1,140,1,False,True,True,True,1,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,16.87,-24.95,1,forward,False,False,11.58,1,jogging,17.91,8.54,-9.37,15.95,21.66,35.77,26.69,-9.08,39.05,33.34,-5.71,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-97.61,4,sideway_right,20.6,2,medium,2,unsuccessful,7_780,,151149,S. Groom,16.0,LW,19.25,7.86,3,center,3,attacking_third,False,,,,,,,,0.4121,True,0.0229,True,4,1,3,0,2,1,4,1,0,3,0,1,3,1,4,7,9,True,442.0,3,True,True,True,3,last,2,around,34.84,3,long,45.83,3,sideway_left,,,,,,,True,10,4,6,10,10,0,True,True,True,True,False
8_334,334,1846146,22404,22404,37:12.4,37:12.4,37,12,0.0,1,2,right_to_left,8,player_possession,817541,C. Dyke,8,RB,2334,Orlando Pride,-33.17,-6.9,3,center,1,defensive_third,False,-33.17,-6.9,3,center,1,defensive_third,False,1,winning,1,0,141,1,True,True,True,True,1,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,15,defending_direct,6,direct,,,,,False,False,0.0,-163.8,2,backward,,,17.53,2,running,3.09,3.09,0.0,5.56,5.56,38.73,38.73,0.0,49.44,49.44,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,,,62389,Angelina,12.0,LM,-18.52,1.49,3,center,1,defensive_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
8_335,335,1846146,22422,22428,37:14.2,37:14.8,37,14,0.6,1,1,left_to_right,8,player_possession,22810,M. Swanson,19,CF,2337,Chicago RS,27.2,6.39,3,center,3,attacking_third,False,29.11,7.66,3,center,3,attacking_third,False,2,losing,0,1,142,2,True,True,True,True,1,True,5,chaotic,5,chaotic,9,medium_block,1,create,5,chaotic,5,chaotic,,,4,free_kick_against,False,False,2.31,33.62,1,forward,False,False,13.81,1,jogging,2.15,1.19,-0.96,38.26,38.24,11.06,9.13,-1.93,16.74,16.76,0.02,True,True,2,pass_interception,5,possession_loss,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,True,True,True,,False
8_336,336,1846146,22459,22480,37:17.9,37:20.0,37,17,2.1,1,2,right_to_left,8,player_possession,22542,Marta,19,CF,2334,Orlando Pride,-17.22,-0.12,3,center,2,middle_third,False,-20.65,7.85,3,center,1,defensive_third,False,1,winning,1,0,143,1,True,True,True,True,2,False,1,create,9,medium_block,1,create,9,medium_block,5,chaotic,5,chaotic,3,free_kick_for,3,free_kick_for,False,False,8.29,113.29,3,sideway_left,False,False,14.92,1,jogging,2.69,0.56,-2.14,1.86,4.6,19.08,25.25,6.17,53.14,50.4,-2.74,True,True,5,free_kick_reception,4,foul_suffered,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,2,0,0,2,1,1,3,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,-3,True,True,,,False
8_337,337,1846146,22728,22769,37:44.8,37:48.9,37,44,4.1,1,1,left_to_right,8,player_possession,22723,J. Grosso,9,LDM,2337,Chicago RS,2.79,-12.56,4,half_space_right,2,middle_third,False,1.89,-10.76,4,half_space_right,2,middle_third,False,2,losing,0,1,145,2,True,False,False,True,2,True,1,create,9,medium_block,11,defending_transition,4,transition,9,medium_block,1,create,4,free_kick_against,,,False,False,2.15,116.57,3,sideway_left,False,False,1.09,1,jogging,0.63,2.27,1.64,24.86,24.03,22.07,22.14,0.07,30.14,30.97,0.83,True,True,6,free_kick_interception,6,unknown,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,False,False,,,False
8_338,338,1846146,22920,22942,38:04.0,38:06.2,38,4,2.2,1,1,left_to_right,8,player_possession,22723,J. Grosso,9,LDM,2337,Chicago RS,-5.42,1.73,3,center,2,middle_third,False,-0.63,6.23,3,center,2,middle_third,False,2,losing,0,1,145,3,False,True,True,False,2,True,1,create,9,medium_block,11,defending_transition,4,transition,9,medium_block,1,create,,,,,False,False,6.61,43.21,1,forward,False,False,11.96,1,jogging,8.02,8.53,0.51,19.24,21.07,24.66,21.7,-2.96,35.76,33.93,-1.83,True,True,13,unknown,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_787,False,22810,M. Swanson,19.0,CF,14.96,15.73,2,half_space_left,2,middle_third,False,13.71,16.72,2,half_space_left,2,middle_third,False,0.8587,False,0.0045,False,5,2,3,0,3,0,5,1,0,3,1,2,5,2,5,6,6,True,442.0,3,False,True,False,2,second_last,1,through,18.26,2,medium,31.36,1,forward,16.53,2,medium,32.87,1,forward,True,7,4,3,7,7,0,False,False,,True,False
8_339,339,1846146,22955,22955,38:07.5,38:07.5,38,7,0.0,1,2,right_to_left,8,player_possession,62389,Angelina,12,LM,2334,Orlando Pride,-12.18,-17.91,4,half_space_right,2,middle_third,False,-12.18,-17.91,4,half_space_right,2,middle_third,False,1,winning,1,0,146,1,True,False,False,True,4,False,4,transition,11,defending_transition,,,,,9,medium_block,1,create,,,,,True,True,0.0,146.84,2,backward,,,6.48,1,jogging,0.73,0.73,0.0,11.32,11.32,23.5,23.5,0.0,43.68,43.68,0.0,True,True,4,recovery,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_791,False,441597,E. Madril Sams,6.0,RCB,-14.12,-15.86,4,half_space_right,2,middle_third,False,-13.63,-15.39,4,half_space_right,2,middle_third,False,0.7922,False,0.0013,False,2,0,0,0,0,0,0,0,0,2,0,,,,,5,5,False,,,,,,,,,,2.82,1,short,133.42,3,sideway_left,2.44,1,short,135.83,2,backward,False,6,7,-1,6,6,0,True,True,,True,False
8_340,340,1846146,22958,22966,38:07.8,38:08.6,38,7,0.8,1,2,right_to_left,8,player_possession,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-13.63,-15.39,4,half_space_right,2,middle_third,False,-12.77,-12.97,4,half_space_right,2,middle_third,False,1,winning,1,0,146,2,False,False,False,False,4,False,4,transition,11,defending_transition,,,,,9,medium_block,1,create,,,,,True,True,2.58,70.44,3,sideway_left,False,False,11.46,1,jogging,2.4,2.66,0.25,10.7,9.46,24.33,22.23,-2.1,44.3,45.54,1.24,True,True,1,pass_reception,1,pass,False,True,True,False,False,False,False,135.83,2,backward,2.44,1,short,1,successful,7_792,False,62445,B. Banda,19.0,CF,6.46,-3.27,3,center,2,middle_third,False,8.53,-4.63,3,center,2,middle_third,False,0.6287,True,0.0063,False,3,0,0,0,0,0,2,0,0,2,1,3,3,2,3,5,6,False,,,,,,,,,,21.54,2,medium,26.77,1,forward,21.25,2,medium,19.07,1,forward,True,7,2,5,7,7,0,True,True,True,True,False
8_341,341,1846146,22980,23026,38:10.0,38:14.6,38,10,4.6,1,2,right_to_left,8,player_possession,62445,B. Banda,19,CF,2334,Orlando Pride,8.53,-4.63,3,center,2,middle_third,False,40.49,-3.08,3,center,3,attacking_third,True,1,winning,1,0,146,3,False,True,True,False,4,False,4,transition,11,defending_transition,,,,,9,medium_block,1,create,,,5,goal_for,True,True,32.04,2.78,1,forward,False,False,24.92,3,hsr,3.0,1.98,-1.02,10.04,40.06,1.51,-0.43,-1.94,44.96,14.94,-30.02,True,False,1,pass_reception,2,shot,False,False,True,True,False,False,False,19.07,1,forward,21.25,2,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,True,True,True,,False
8_342,342,1846146,23892,23892,39:41.2,39:41.2,39,41,0.0,1,1,left_to_right,8,player_possession,817547,B. Franklin,11,RDM,2337,Chicago RS,-10.93,4.84,3,center,2,middle_third,False,-10.93,4.84,3,center,2,middle_third,False,2,losing,0,2,147,1,True,False,False,True,3,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,6,goal_against,,,False,False,0.0,130.36,3,sideway_left,,,5.61,1,jogging,11.88,11.88,0.0,16.33,16.33,27.26,27.26,0.0,38.67,38.67,0.0,False,False,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_798,False,816413,H. Anderson,4.0,LCB,-20.28,6.13,3,center,1,defensive_third,False,-20.36,6.37,3,center,1,defensive_third,False,0.9994,False,0.0001,False,2,0,0,0,0,0,0,0,0,2,0,,,,,5,5,True,532.0,3,False,False,False,,,,,9.44,1,short,172.14,2,backward,9.61,1,short,175.7,2,backward,False,10,10,0,10,10,0,True,True,,True,False
8_343,343,1846146,23902,23949,39:42.2,39:46.9,39,42,4.7,1,1,left_to_right,8,player_possession,816413,H. Anderson,4,LCB,2337,Chicago RS,-20.36,6.37,3,center,1,defensive_third,False,-14.73,-3.77,3,center,2,middle_third,False,2,losing,0,2,147,2,False,False,True,False,3,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,,,,,False,False,11.57,-60.96,4,sideway_right,False,False,8.77,1,jogging,17.31,3.02,-14.29,16.22,17.11,36.58,31.84,-4.74,38.78,37.89,-0.89,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,175.7,2,backward,9.61,1,short,1,successful,7_800,False,57146,C. Roccaro,6.0,RCB,-18.34,-15.53,4,half_space_right,1,defensive_third,False,-16.31,-20.66,5,wide_right,2,middle_third,False,0.9978,False,0.0004,False,3,0,1,1,0,0,2,0,0,3,0,2,3,1,2,8,8,True,442.0,3,False,False,False,,,,,12.3,1,short,-107.07,4,sideway_right,14.58,1,short,-100.55,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_344,344,1846146,23975,24000,39:49.5,39:52.0,39,49,2.5,1,1,left_to_right,8,player_possession,57146,C. Roccaro,6,RCB,2337,Chicago RS,-16.31,-20.66,5,wide_right,2,middle_third,False,-10.27,-24.7,5,wide_right,2,middle_third,False,2,losing,0,2,148,1,False,True,True,True,1,True,6,direct,15,defending_direct,10,high_block,0,build_up,1,create,9,medium_block,,,,,False,False,7.11,-33.78,1,forward,False,False,10.63,1,jogging,11.75,9.49,-2.26,17.5,20.94,33.81,31.21,-2.6,37.5,34.06,-3.44,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-100.55,4,sideway_right,14.58,1,short,2,unsuccessful,7_805,,817610,J. Joseph,17.0,RW,18.45,-33.71,5,wide_right,3,attacking_third,False,,,,,,,,0.5733,True,0.0027,False,4,0,3,0,2,1,4,0,0,2,2,2,4,2,4,8,9,True,442.0,3,False,True,False,2,second_last,1,through,30.1,3,long,-17.42,1,forward,,,,,,,True,10,4,6,10,10,0,True,True,True,True,False
8_345,345,1846146,24022,24022,39:54.2,39:54.2,39,54,0.0,1,2,right_to_left,8,player_possession,149882,K. Abello,2,LB,2334,Orlando Pride,-28.0,24.1,1,wide_left,1,defensive_third,False,-28.0,24.1,1,wide_left,1,defensive_third,False,1,winning,2,0,149,1,True,False,False,True,3,False,0,build_up,10,high_block,1,create,9,medium_block,15,defending_direct,6,direct,,,,,False,False,0.0,-132.01,4,sideway_right,,,16.51,2,running,2.9,2.9,0.0,7.92,7.92,35.92,35.92,0.0,47.08,47.08,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_806,False,62389,Angelina,12.0,LM,-14.49,20.9,1,wide_left,2,middle_third,False,-21.35,16.18,2,half_space_left,1,defensive_third,False,0.9186,False,0.0009,False,4,0,0,0,0,0,2,0,0,4,0,,,,,8,8,False,,,,,,,,,,13.88,1,short,-13.33,1,forward,15.64,2,medium,-0.59,1,forward,True,10,7,3,10,10,0,True,True,True,True,False
8_346,346,1846146,24041,24041,39:56.1,39:56.1,39,56,0.0,1,2,right_to_left,8,player_possession,62389,Angelina,12,LM,2334,Orlando Pride,-21.64,15.86,2,half_space_left,1,defensive_third,False,-21.64,15.86,2,half_space_left,1,defensive_third,False,1,winning,2,0,149,2,False,False,False,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,15,defending_direct,6,direct,,,,,False,False,0.0,-134.46,4,sideway_right,,,16.24,2,running,1.72,1.72,0.0,3.5,3.5,25.14,25.14,0.0,51.5,51.5,0.0,True,True,1,pass_reception,1,pass,True,False,False,False,False,False,False,-0.59,1,forward,15.64,2,medium,1,successful,7_810,False,149954,K. Strom,4.0,LCB,-33.93,14.92,2,half_space_left,1,defensive_third,False,-35.79,12.09,2,half_space_left,1,defensive_third,False,0.9199,False,0.0001,False,3,0,0,0,0,0,0,0,0,3,0,,,,,4,4,False,,,,,,,,,,12.33,1,short,-175.63,2,backward,8.37,1,short,153.01,2,backward,False,7,10,-3,7,7,0,True,True,True,True,False
8_347,347,1846146,24058,24058,39:57.8,39:57.8,39,57,0.0,1,2,right_to_left,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,-35.79,12.09,2,half_space_left,1,defensive_third,False,-35.79,12.09,2,half_space_left,1,defensive_third,False,1,winning,2,0,149,3,False,True,True,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,15,defending_direct,6,direct,,,,,False,False,0.0,-93.33,4,sideway_right,,,6.21,1,jogging,5.11,5.11,0.0,0.94,0.94,36.73,36.73,0.0,54.06,54.06,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,153.01,2,backward,8.37,1,short,2,unsuccessful,7_816,,151151,H. McCutcheon,14.0,RM,-20.59,3.95,3,center,1,defensive_third,False,,,,,,,,0.6615,False,0.0004,False,4,0,0,0,0,0,4,0,0,1,3,,,,,9,9,False,,,,,,,,,,17.24,2,medium,-28.17,1,forward,,,,,,,True,10,6,4,10,10,0,True,True,True,True,False
